id,name,time,text
4685094986452396,F无处安放,Fri Sep 24 23:25:52 +0800 2021,"#英孚# 每个老师的发音都好好听
这个老师说话也太温柔了
遇到一班发音好好听的神仙同学"
4684375705521421,Z-Heyta,Wed Sep 22 23:47:42 +0800 2021,多烦人啊 培训留这么多作业干啥啊 一口气写了三个多小时#英孚# 上海
4680297222767247,炸鱼薯条不要番茄酱,Sat Sep 11 17:41:16 +0800 2021,事实证明 教育机构的销售自己都还没整明白就来PUA客户 知道自己在说啥嘛？ 不想反驳是觉得没意思 吐了 #英孚#
4678159146680334,贤惠琳,Sun Sep 05 20:05:18 +0800 2021,"yoyo用她在英孚的小粘贴
给我换了个钥匙链…

明天又是新的一周啦

#英孚##小学生#"
4676577496139033,荃芬长效除甲醛,Wed Sep 01 11:20:24 +0800 2021,"#英孚# 英语新校区
连夜加急荃芬长效除甲醛"
4670074369868679,珍珠翡翠白玉汤x,Sat Aug 14 12:39:17 +0800 2021,我笑了#华尔街英语##英孚#
4669708962104031,木容慕容,Fri Aug 13 12:27:17 +0800 2021,#英孚#还是赶紧去把我的200定金退了吧！感觉不妙！
4665780127665480,慵懒的安妮猫,Mon Aug 02 16:15:31 +0800 2021,儿子英孚暑期班毕业啦，✌️#英孚#
4661904733111603,Nora1213,Thu Jul 22 23:36:05 +0800 2021,#英孚# #summer party# 最后一波照片出来了！谢谢摄影大哥，拍人太不容易了。
4659516254194121,育儿选课好时光,Fri Jul 16 09:25:07 +0800 2021,"帮家长选课也10个年头了，发现目前越来越多的宝妈被机构带偏了，有好多选课上的误区。

比如以为❗️vipkid的相对固定外教，就是固定外教，实则上课老师都靠抢❗️或是认为鲸鱼外教培优的reach教材一定比自研教材好。

实则对于多数水平一般的孩子而言，上课都听不懂，更别谈提升了。还有家长认为❗贝达少儿英语欧美外教还是原版教材，哪方面都好，但其实上课老师多来自东欧，口音问题在所难免，对于发音未定性的孩子会有影响。

还有51talk、英孚教育...越是热门的课程，家长越容易选错，下面整理了一份少儿英语的选课须知，宝妈做个了解，写不下太多了，要是不确定孩子适合的课程，也可以再s发问我。#瑞思##英孚#"
4657345600163630,吃吃吃的Tina,Sat Jul 10 09:39:43 +0800 2021,KEEP GOING#英孚#
4655961710792134,牵星的果果呀,Tue Jul 06 14:00:38 +0800 2021,"两天打了十多个骚扰电话
英孚英语 垃圾营销#英孚#"
4638597410456267,Miffy米菲_嘉琪尔,Wed May 19 16:01:05 +0800 2021,#12315消费者维权投诉##中国消费者报315投诉曝光台##英孚# 完全就是骗人的，大家不要在购买她们的课程了，客服叫你买课的时候什么都说的好听，交钱后完全是另外一回事，而且客服还特别的没有礼貌，语气还特别的恶劣。
4638516586479928,拾玖吖1999,Wed May 19 10:39:55 +0800 2021,#英孚##英孚# 这就是英孚教育的招生方式？我就填个表还非得来？说了那个时候我自己有事就没管你给我申不申请东西，你就给我电话轰炸？真棒呢 长沙
4638342556156369,锡罐_mmu,Tue May 18 23:08:23 +0800 2021,英孚这吃相不是一般的难看啊！！不续费了，课时一结束立马被移出群聊#英孚# 威海
4631251774082004,crystal雪恋,Thu Apr 29 09:32:10 +0800 2021,#英孚# 参加英语领读活动 crystal雪恋的微博视频
4623469213390584,Annnccy,Wed Apr 07 22:07:03 +0800 2021,有没有人想要学英语的🙃在英孚还剩好几个月的课 卖卖卖#英孚#
4609676959033043,育儿选课好时光,Sun Feb 28 20:41:33 +0800 2021,"做线上教育测评这么久以来，一直都有不少的宝妈让我出相关线下课程的测评，之所以很少测评的原因。

是因为线下不同地区以及每个校区、老师...之间的差异性太大了，也没办法用只言片语概括每个校区的情况。

但家长的呼声这么重，今天就来简单说说‘英孚少儿英语’这家作为线下课程的老牌机构怎么样，测评内容都整理在了⬇️，家长看过之后有什么线上线下搭配或是线上课程选择的问题，可以随时向Harriet求救～我帮家长分析看看。#英孚##英孚品牌代言人胡歌#"
4607168639408420,英文名叫Zoe,Sun Feb 21 22:34:23 +0800 2021,#英孚# 海底总动员，累惨
4601638729558094,莹莹是小六六,Sat Feb 06 16:20:30 +0800 2021,英孚英语课，底价转#英孚#
4587515409601046,中国网科技,Tue Dec 29 16:59:28 +0800 2020,【监督部门公示近期教育培训机构消费投诉 #英孚#、#华尔街英语#、#桔子树#等遭点名】包括优胜教育、英孚在内的4家培训机构被公示5次。优胜教育分公司及其加盟店投诉量47，投诉解决率10%；英孚投诉量15，投诉解决率30%；钢琴梦想家投诉量6，投诉解决率40%；桔子树投诉量5，投诉解决率75%。监督部门公示近期教育培训机构消费投诉 英孚、华尔街英语、桔子树等遭点名
4585369260007749,缪老板-,Wed Dec 23 18:51:26 +0800 2020,有没有上过美联或者英孚线上外教口语课程的集美，给点参考意见，想报班，不知道怎么选#美联英语##英孚##英语口语#
4585055299051660,钱拾柒呀,Tue Dec 22 22:03:52 +0800 2020,记录你的生活点滴#英孚# 无锡 钱拾柒呀的微博视频
4576624807255057,XixxXixxXi,Sun Nov 29 15:44:06 +0800 2020,EF日常缩影#英孚# 成都·高新区
4576318945499561,Oyster陌安,Sat Nov 28 19:28:43 +0800 2020,"1.上课去早了，教室空空的。
今日EEA-图2#英孚# 被上课同学叫去的，虽然俩人上课对话各种尬。
2.朋友们，如果晚上要喝酒，我早上就不吃头孢了，相信我，感冒可以忍一会。想想烧烤没有酒，我是不是少吃了好几串肉。
3.五星好评没那么容易拿呀，服务业不好干哪，看朋友点的外卖备注有感。#麦家小馆#

感冒啥时候好呀，身体一不舒服整个人就很丧。，丧到冒泡。 北京"
