id,name,time,text
4686811782185431,中国新闻网,Wed Sep 29 17:07:48 +0800 2021,#香港街头挂国旗迎国庆#【#香港市民挂国旗迎国庆# 街头五星红旗飘扬】国庆将至，香港的大街小巷悄然披上中国红，五星红旗和紫荆花旗交相辉映，欢乐祥和的节日气氛尽在其中。在香港元朗的主要道路两旁，迎风飘扬的1600面五星红旗经市民自发组织悬挂在沿街的灯柱之上。一香港市民表示，“我们应该很尊重她(国旗)，因为这个国旗是代表我们中国人的一个象征。祖国强大我们才有这么幸福的生活。”（记者 范思忆 梁源 罗嗣昱）@中新视频 中新视频的微博视频
4687042179498821,南枫翊,Thu Sep 30 08:23:18 +0800 2021,"一起祝祖国母亲生日快乐🎂❤️
#香港街头挂国旗迎国庆# 网页链接"
4687048415381220,云南共青团,Thu Sep 30 08:48:06 +0800 2021,【#香港街头挂国旗迎国庆#】明天国庆节，感受一下香港的国庆气氛！🇨🇳
4687072042946794,香港胡迪警長,Thu Sep 30 10:21:59 +0800 2021,#香港街头挂国旗迎国庆# 五星紅旗迎風飄揚，唯有這中國紅🇨🇳最美，祖國生日快樂！ 香港胡迪警長的微博视频
4687053999309074,香港董先生,Thu Sep 30 09:10:16 +0800 2021,#香港街头挂国旗迎国庆# 香港明天更好
4687070696835382,城N代_3o,Thu Sep 30 10:16:38 +0800 2021,"#香港街头挂国旗迎国庆#
减少内耗，共同发展，一致对外，护好我们的狗窝。
是不是理想状态"
4687070582277056,安迪唐的糖,Thu Sep 30 10:16:11 +0800 2021,#香港街头挂国旗迎国庆#反倒是内地，至少南京，好像街头很少看到以往路灯上挂的国旗，今年挂的比较多的是红灯笼还有那个什么结来着，国庆的氛围没有以往浓烈了，江宁马路上连灯笼都没有……@江宁婆婆
4687063196894526,其实是香蕉,Thu Sep 30 09:46:50 +0800 2021,"谁国庆七天打算睡过去了？？

我爸妈至今无法理解为什么我可以从晚上10点一觉睡到第二天中午12点才醒，醒的时候还睡眼惺忪神志不清。

但我就是可以啊😅

#香港街头挂国旗迎国庆#"
4687047996737083,明日预判,Thu Sep 30 08:46:26 +0800 2021,#香港街头挂国旗迎国庆#湾湾也得挂上
4687069282045923,叽叽咕丫,Thu Sep 30 10:11:01 +0800 2021,"#香港街头挂国旗迎国庆#
节日氛围超级浓厚"
